pmsID,status,depDate,arrDate,insDate,rooms,amount,daily_rates,breakfast,cancel_date,group_name,persons,hotel_id,rateCode_id,roomType_id,source_id,company_agent_id,market_id,package_rates,tracking_id,room_number
50285,Active,2023-05-30,2023-05-29,2023-05-29,1,4800.00,[4800.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19860,295,None,None,None
49860,Active,2023-05-31,2023-05-29,2023-05-02,1,4658.00,"[4556.0, 4658.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,36016,295,None,590059771,None
50047,Active,2023-05-31,2023-05-29,2023-05-12,1,4900.00,"[4900.0, 4900.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,36419,516,14220,296316,292,None,None,None
50115,Active,2023-05-31,2023-05-21,2023-05-16,1,6226.00,"[6226.0, 6226.0, 6226.0, 6226.0, 6226.0, 6226.0, 6226.0, 6226.0, 6226.0, 6226.0]",875.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14216,19860,295,None,None,None
50142,Active,2023-05-31,2023-05-28,2023-05-18,1,8568.00,"[7080.0, 8640.0, 8568.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,297228,295,None,None,None
50253,Active,2023-05-31,2023-05-29,2023-05-25,1,7290.00,"[6978.0, 7290.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256935,295,None,20230529-5201-201060624,None
50290,Active,2023-06-01,2023-05-29,2023-05-29,1,5390.00,"[5350.0, 5950.0, 5390.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230529-5201-201710957,None
50303,Active,2023-06-01,2023-05-31,2023-05-30,1,6340.00,[6340.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19852,295,None,20230531-5201-201918119,None
50315,Active,2023-06-01,2023-06-01,2023-05-31,1,3000.00,[3000.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50317,Active,2023-06-01,2023-05-31,2023-05-31,1,6780.00,[6780.0],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10492194,None
50322,Active,2023-06-01,2023-05-31,2023-05-31,1,6188.00,[6188.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50323,Active,2023-06-01,2023-05-31,2023-05-31,1,6188.00,[6188.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14216,19860,295,None,None,None
50288,Active,2023-06-02,2023-05-31,2023-05-29,1,6800.00,"[6940.0, 6800.0]",875.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33146,516,14223,19860,295,None,None,None
50348,Active,2023-06-02,2023-06-01,2023-06-01,1,4912.00,[4912.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50209,Active,2023-06-03,2023-05-30,2023-05-22,1,4800.00,"[5900.0, 6200.0, 5300.0, 4800.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50289,Active,2023-06-03,2023-05-31,2023-05-29,1,6330.00,"[7218.0, 7050.0, 6330.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,36016,295,None,448277620,None
50373,Active,2023-06-03,2023-06-02,2023-06-02,1,4700.00,[4700.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
49988,Active,2023-06-04,2023-06-02,2023-05-07,1,5194.00,"[5193.5, 5193.5]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,36016,295,None,958686802,None
50244,Active,2023-06-04,2023-06-01,2023-05-25,1,5300.00,"[6020.0, 5660.0, 5300.0]",0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50328,Active,2023-06-04,2023-06-02,2023-05-31,1,5691.00,"[6413.0, 5691.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,33197,516,14218,256950,295,None,None,None
50375,Active,2023-06-04,2023-06-03,2023-06-02,1,4520.00,[4520.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,256935,295,None,20230603-5201-202600245,None
50380,Active,2023-06-04,2023-06-03,2023-06-03,1,4550.00,[4550.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230603-5201-202652777,None
50381,Active,2023-06-04,2023-06-03,2023-06-03,1,4550.00,[4550.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50099,Active,2023-06-05,2023-06-04,2023-05-15,1,4765.00,[4765.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256958,295,None,5609117,None
50384,Active,2023-06-05,2023-06-03,2023-06-03,1,3800.00,"[4037.5, 3800.0]",0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50260,Active,2023-06-06,2023-05-30,2023-05-26,1,6498.00,"[7890.0, 8058.0, 6978.0, 6570.0, 5970.0, 5538.0, 6498.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33197,516,14218,19860,295,None,None,None
50312,Active,2023-06-06,2023-06-05,2023-05-30,1,6308.00,[6308.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19852,295,None,20230605-5201-201986435,None
50403,Active,2023-06-06,2023-06-06,2023-06-05,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50424,Active,2023-06-06,2023-06-06,2023-06-06,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50263,Active,2023-06-07,2023-06-05,2023-05-26,1,6618.00,"[6498.0, 6618.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256958,295,None,5676545,None
50363,Active,2023-06-07,2023-06-05,2023-06-02,1,7006.00,"[7073.0, 7006.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10500848,None
50402,Active,2023-06-07,2023-06-06,2023-06-05,1,7230.00,[7230.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256958,295,None,5723433,None
50436,Active,2023-06-07,2023-06-07,2023-06-06,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50444,Active,2023-06-07,2023-06-06,2023-06-07,1,6950.00,[6950.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50320,Active,2023-06-08,2023-06-04,2023-05-31,1,7810.00,"[6538.0, 8098.0, 7930.0, 7810.0]",875.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33146,516,14223,256958,295,None,5702621,None
50410,Active,2023-06-08,2023-06-06,2023-06-05,1,6000.00,"[6050.0, 6000.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,256954,295,None,None,None
50440,Active,2023-06-08,2023-06-07,2023-06-06,1,8260.00,[8260.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,36016,295,None,880154012,None
50443,Active,2023-06-08,2023-06-06,2023-06-06,1,9660.00,"[10080.0, 9660.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,80609,295,None,5528919,None
50465,Active,2023-06-08,2023-06-07,2023-06-08,1,8250.00,[8250.0],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19860,295,None,None,None
50208,Active,2023-06-09,2023-06-04,2023-05-22,1,5460.00,"[4790.0, 5270.0, 5400.0, 5460.0, 5460.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230604-5201-200419755,None
50414,Active,2023-06-09,2023-06-07,2023-06-05,1,5590.00,"[6000.0, 5590.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19860,295,None,None,None
50460,Active,2023-06-09,2023-06-08,2023-06-07,1,7458.00,[7458.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,36016,295,None,314411068,None
50482,Active,2023-06-09,2023-06-08,2023-06-08,1,6840.00,[6840.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19860,295,None,None,None
50485,Active,2023-06-09,2023-06-08,2023-06-08,1,6130.00,[6130.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,31155,516,14223,256935,295,None,20230608-5201-203759367,None
50111,Active,2023-06-10,2023-05-29,2023-05-16,1,4919.00,"[5975.0, 5975.0, 6019.0, 5469.0, 4985.0, 4985.0, 4765.0, 5315.0, 5249.0, 5315.0, 5315.0, 4919.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,36016,295,None,136428766,None
50390,Active,2023-06-10,2023-06-09,2023-06-04,1,4790.00,[7185.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230609-5201-202805288,None
50445,Active,2023-06-10,2023-06-07,2023-06-07,1,4424.00,"[6671.95, 6019.26, 4423.79]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10511177,None
50470,Active,2023-06-10,2023-06-08,2023-06-08,1,4990.00,"[4990.0, 4990.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50495,Active,2023-06-10,2023-06-09,2023-06-09,1,5250.00,[5250.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14216,19860,295,None,None,None
50500,Active,2023-06-10,2023-06-09,2023-06-09,1,5390.00,[5390.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14216,19860,295,None,None,None
49069,Active,2023-06-11,2023-06-10,2023-03-10,1,4675.00,[4675.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,256935,295,None,20230610-5201-187504270,None
50327,Active,2023-06-11,2023-06-09,2023-05-31,1,4300.00,"[4300.0, 4300.0]",0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230609-5201-202182439,None
50428,Active,2023-06-11,2023-06-09,2023-06-06,1,5398.00,"[5269.0, 5398.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10507904,None
50519,Active,2023-06-11,2023-06-10,2023-06-11,1,5350.00,[5350.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50442,Active,2023-06-12,2023-06-11,2023-06-06,1,3990.00,[3990.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,40793,516,14223,256935,295,None,20230611-5201-203348689,None
50509,Active,2023-06-12,2023-06-11,2023-06-10,1,5440.00,[5440.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,36016,295,None,567386762,None
50518,Active,2023-06-12,2023-06-10,2023-06-11,1,4590.00,"[5350.0, 4590.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50520,Active,2023-06-12,2023-06-11,2023-06-11,1,4911.00,[4911.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256935,295,None,20230611-5201-204204463,None
50399,Active,2023-06-13,2023-06-12,2023-06-05,1,5190.00,[5190.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,36016,295,None,515815638,None
50401,Active,2023-06-13,2023-06-12,2023-06-05,1,5190.00,[5190.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,36016,295,None,969436795,None
50507,Active,2023-06-13,2023-06-10,2023-06-10,1,5008.00,"[6186.48, 5155.41, 5008.11]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10521590,None
50531,Active,2023-06-13,2023-06-12,2023-06-13,1,6050.00,[6050.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,19860,295,None,None,None
50356,Active,2023-06-14,2023-06-07,2023-06-02,1,5170.00,"[5930.0, 5500.0, 4890.0, 4830.0, 4550.0, 4550.0, 5170.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,256950,295,None,None,None
50532,Active,2023-06-14,2023-06-13,2023-06-13,1,4390.00,[4390.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50552,Active,2023-06-14,2023-06-13,2023-06-13,1,4450.00,[4450.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50535,Active,2023-06-15,2023-06-14,2023-06-13,1,4900.00,[4900.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,296316,295,None,None,None
50555,Active,2023-06-15,2023-06-14,2023-06-13,1,10379.00,[10380.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50558,Active,2023-06-15,2023-06-14,2023-06-14,1,4390.00,[4390.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50304,Active,2023-06-16,2023-06-13,2023-05-30,1,6858.00,"[6090.0, 6330.0, 6858.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,19860,295,None,None,None
50406,Active,2023-06-16,2023-06-14,2023-06-05,1,9495.00,"[6330.0, 9495.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,198994,295,None,None,None
50407,Active,2023-06-16,2023-06-14,2023-06-05,1,9495.00,"[6330.0, 9495.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,198994,295,None,None,None
50408,Active,2023-06-16,2023-06-14,2023-06-05,1,9495.00,"[6330.0, 9495.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,198994,295,None,None,None
50596,Active,2023-06-16,2023-06-16,2023-06-16,1,3000.00,[3000.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50600,Active,2023-06-17,2023-06-16,2023-06-17,1,5750.00,[5750.0],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,19860,295,None,None,None
50601,Active,2023-06-17,2023-06-16,2023-06-17,1,4350.00,[4350.0],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,19860,295,None,None,None
50602,Active,2023-06-17,2023-06-16,2023-06-17,1,5220.00,[5220.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50603,Active,2023-06-17,2023-06-16,2023-06-17,1,4350.00,[4350.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50325,Active,2023-06-18,2023-06-17,2023-05-31,1,4300.00,[4300.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230617-5201-202173412,None
50612,Active,2023-06-18,2023-06-17,2023-06-17,1,4450.00,[4450.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230617-5201-205536849,None
50616,Active,2023-06-18,2023-06-18,2023-06-18,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
49101,Active,2023-06-19,2023-06-15,2023-03-12,1,4565.00,"[4939.0, 4719.0, 4719.0, 4565.0]",0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,256935,295,None,20230615-5201-187809399,None
50120,Active,2023-06-19,2023-06-13,2023-05-16,1,4790.00,"[5510.0, 5510.0, 5550.0, 5190.0, 5060.0, 4790.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230613-5201-199376184,None
48102,Active,2023-06-20,2023-06-14,2023-01-07,1,5058.00,"[5143.0, 5177.0, 4718.0, 4888.0, 4463.0, 5058.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,256935,295,None,20230614-5201-177948252,None
50305,Active,2023-06-20,2023-06-19,2023-05-30,1,6378.00,[6378.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256950,295,None,None,None
50339,Active,2023-06-21,2023-06-19,2023-06-01,1,5491.00,"[5592.6, 5491.2]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,256936,295,None,30288329,None
50456,Active,2023-06-22,2023-06-18,2023-06-07,1,6139.00,"[4469.4, 5998.2, 6185.4, 6138.6]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,256936,295,None,30426976,None
50570,Active,2023-06-22,2023-06-20,2023-06-14,1,5496.00,"[9930.0, 5496.1]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50624,Active,2023-06-22,2023-06-20,2023-06-19,1,4900.00,"[4900.0, 4900.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,296316,295,None,None,None
50625,Active,2023-06-22,2023-06-20,2023-06-19,1,4900.00,"[4900.0, 4900.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,296316,295,None,None,None
50335,Active,2023-06-23,2023-06-19,2023-06-01,1,5868.00,"[11715.0, 7690.0, 7618.0, 7618.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31082,516,14223,19860,295,None,None,None
50336,Active,2023-06-23,2023-06-19,2023-06-01,1,5868.00,"[11715.0, 7690.0, 7618.0, 7618.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31082,516,14223,19860,295,None,None,None
50646,Active,2023-06-23,2023-06-22,2023-06-21,1,4695.00,[4695.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,40793,516,14223,256935,295,None,20230622-5201-206281984,None
50649,Active,2023-06-23,2023-06-22,2023-06-21,1,3906.00,[3906.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50659,Active,2023-06-23,2023-06-22,2023-06-22,1,4900.00,[4900.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,296316,295,None,None,None
50660,Active,2023-06-23,2023-06-22,2023-06-22,1,4900.00,[4900.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,296316,295,None,None,None
50193,Active,2023-06-24,2023-06-19,2023-05-22,1,5201.00,"[5201.0, 5201.0, 5201.0, 5201.0, 5201.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19860,295,None,None,None
50677,Active,2023-06-24,2023-06-23,2023-06-23,1,4690.00,[4690.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230623-5201-206805980,None
50681,Active,2023-06-24,2023-06-23,2023-06-24,1,4690.00,[4690.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50313,Active,2023-06-25,2023-06-24,2023-05-30,1,4200.00,[4200.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230624-5201-201994262,None
50361,Active,2023-06-25,2023-06-20,2023-06-02,1,5884.00,"[6586.0, 6520.0, 6520.0, 5650.0, 5884.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10500283,None
50682,Active,2023-06-25,2023-06-24,2023-06-24,1,4650.00,[4650.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50683,Active,2023-06-25,2023-06-24,2023-06-24,1,5207.00,[5206.95],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,19860,295,None,None,None
50688,Active,2023-06-25,2023-06-24,2023-06-25,1,4650.00,[4650.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19860,295,None,None,None
50697,Active,2023-06-27,2023-06-27,2023-06-26,1,3000.00,[3000.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50540,Active,2023-06-28,2023-06-25,2023-06-13,1,5971.00,"[4518.0, 5664.0, 5971.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,46020,295,None,10526071,None
50541,Active,2023-06-28,2023-06-25,2023-06-13,1,5971.00,"[4518.0, 5664.0, 5971.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30820,516,14223,46020,295,None,10526075,None
50633,Active,2023-06-28,2023-06-23,2023-06-19,1,6860.00,"[5180.0, 5300.0, 5348.0, 6740.0, 6860.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,40793,516,14223,256935,295,None,20230623-5201-205960445,None
50521,Active,2023-06-29,2023-06-28,2023-06-11,1,5800.00,[5800.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230628-5201-204240853,None
50522,Active,2023-06-29,2023-06-28,2023-06-11,1,5800.00,[5800.0],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230628-5201-204241744,None
50397,Active,2023-06-30,2023-06-19,2023-06-05,1,6150.00,"[7290.0, 7470.0, 7290.0, 7230.0, 5550.0, 5550.0, 5538.0, 6030.0, 6150.0, 6150.0, 6150.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256958,295,None,5721999,None
50451,Active,2023-06-30,2023-06-25,2023-06-07,1,5410.00,"[4550.0, 5220.0, 5410.0, 5410.0, 5410.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230625-5201-203398161,None
50586,Active,2023-06-30,2023-06-29,2023-06-15,1,5055.00,[5055.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,40793,516,14223,256935,295,None,20230629-5201-205169773,None
50674,Active,2023-06-30,2023-06-29,2023-06-23,1,7338.00,[7338.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256950,295,None,None,None
50741,Active,2023-06-30,2023-06-30,2023-06-30,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50430,Active,2023-07-01,2023-06-25,2023-06-06,1,5610.00,"[7878.0, 6150.0, 6390.0, 6450.0, 6390.0, 5610.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,256958,295,None,5731679,None
50750,Active,2023-07-01,2023-06-30,2023-06-30,1,5590.00,[5590.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,19852,295,None,20230630-5201-208244058,None
49915,Active,2023-07-02,2023-06-30,2023-05-04,1,4071.00,"[4729.1, 4070.75]",0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,298253,295,None,None,None
49916,Active,2023-07-02,2023-07-01,2023-05-04,1,4071.00,[4070.75],0E-10,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,298253,295,None,None,None
50454,Active,2023-07-02,2023-06-28,2023-06-07,1,6511.00,"[6455.0, 6455.0, 5707.0, 6511.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30821,516,14223,46020,295,None,10512200,None
50708,Active,2023-07-02,2023-06-30,2023-06-27,1,6788.00,"[7508.0, 6788.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,854,516,14223,19860,295,None,None,None
50747,Active,2023-07-02,2023-07-02,2023-06-30,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50707,Active,2023-07-03,2023-07-02,2023-06-27,1,7050.00,[7050.0],1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,30840,516,14223,19860,295,None,None,None
50732,Active,2023-07-03,2023-07-02,2023-06-29,1,4883.00,[4883.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30823,516,14218,78250,295,None,None,None
50680,Active,2023-07-04,2023-06-30,2023-06-23,1,5950.00,"[6250.0, 6310.0, 5460.0, 5950.0]",1500.0000000000,None,None,2,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230630-5201-206854887,None
50767,Active,2023-07-04,2023-07-04,2023-07-03,1,3000.00,[3000.0],0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,25278,516,14216,19860,293,None,None,None
50433,Active,2023-07-06,2023-06-25,2023-06-06,1,5360.00,"[4550.0, 5080.0, 5220.0, 5270.0, 5220.0, 4600.0, 5030.0, 4550.0, 5270.0, 5310.0, 5360.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19860,295,None,None,None
50765,Active,2023-07-06,2023-07-04,2023-07-03,1,4900.00,"[4900.0, 4900.0]",0E-10,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,30822,516,14218,296316,295,None,None,None
50766,Active,2023-07-06,2023-07-05,2023-07-03,1,4900.00,[4900.0],750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,33209,516,14223,296316,295,None,None,None
48962,Active,2023-07-07,2023-06-25,2023-03-02,1,5500.00,"[4530.0, 4980.0, 5030.0, 5030.0, 5030.0, 4670.0, 4670.0, 4530.0, 5210.0, 5250.0, 5210.0, 5500.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230625-5201-186341873,None
50362,Active,2023-07-07,2023-06-25,2023-06-02,1,5210.00,"[4550.0, 5120.0, 5210.0, 5270.0, 5210.0, 4740.0, 4790.0, 4700.0, 5020.0, 5270.0, 5210.0, 5210.0]",750.0000000000,None,None,1,f9816e16d75a4d4b868fbd78b8a31b51,31032,516,14218,19852,295,None,20230625-5201-202518098,None
